index_x,Date,Close,index_y,Dividend,Adj Price
0,2019-12-30,70.65587615966797,0,0.0,70.65587615966797
1,2019-12-31,71.1721420288086,1,0.0,71.1721420288086
2,2020-01-02,72.7960205078125,2,0.0,72.7960205078125
3,2020-01-03,72.08829498291016,3,0.0,72.08829498291016
4,2020-01-06,72.6627197265625,4,0.0,72.6627197265625
5,2020-01-07,72.32096862792969,5,0.0,72.32096862792969
6,2020-01-08,73.4843521118164,6,0.0,73.4843521118164
7,2020-01-09,75.04521942138672,7,0.0,75.04521942138672
8,2020-01-10,75.21485137939453,8,0.0,75.21485137939453
9,2020-01-13,76.82181549072266,9,0.0,76.82181549072266
10,2020-01-14,75.7844467163086,10,0.0,75.7844467163086
11,2020-01-15,75.45967864990234,11,0.0,75.45967864990234
12,2020-01-16,76.40493774414062,12,0.0,76.40493774414062
13,2020-01-17,77.25080108642578,13,0.0,77.25080108642578
14,2020-01-21,76.72726440429688,14,0.0,76.72726440429688
15,2020-01-22,77.00114440917969,15,0.0,77.00114440917969
16,2020-01-23,77.37197875976562,16,0.0,77.37197875976562
17,2020-01-24,77.14899444580078,17,0.0,77.14899444580078
18,2020-01-27,74.8803939819336,18,0.0,74.8803939819336
19,2020-01-28,76.99872589111328,19,0.0,76.99872589111328
20,2020-01-29,78.6104965209961,20,0.0,78.6104965209961
21,2020-01-30,78.49659729003906,21,0.0,78.49659729003906
22,2020-01-31,75.01614379882812,22,0.0,75.01614379882812
23,2020-02-03,74.81010437011719,23,0.0,74.81010437011719
24,2020-02-04,77.27984619140625,24,0.0,77.27984619140625
25,2020-02-05,77.9100341796875,25,0.0,77.9100341796875
26,2020-02-06,78.82136535644531,26,0.0,78.82136535644531
27,2020-02-07,77.74996185302734,27,0.1925,77.94246185302734
28,2020-02-10,78.1192398071289,28,0.0,78.1192398071289
29,2020-02-11,77.6479263305664,29,0.0,77.6479263305664
30,2020-02-12,79.49189758300781,30,0.0,79.49189758300781
31,2020-02-13,78.92581939697266,31,0.0,78.92581939697266
32,2020-02-14,78.94526672363281,32,0.0,78.94526672363281
33,2020-02-18,77.4997329711914,33,0.0,77.4997329711914
34,2020-02-19,78.62213134765625,34,0.0,78.62213134765625
35,2020-02-20,77.8155517578125,35,0.0,77.8155517578125
36,2020-02-21,76.05419921875,36,0.0,76.05419921875
37,2020-02-24,72.44158172607422,37,0.0,72.44158172607422
38,2020-02-25,69.98783111572266,38,0.0,69.98783111572266
39,2020-02-26,71.09811401367188,39,0.0,71.09811401367188
40,2020-02-27,66.45054626464844,40,0.0,66.45054626464844
41,2020-02-28,66.41165924072266,41,0.0,66.41165924072266
42,2020-03-02,72.5946273803711,42,0.0,72.5946273803711
43,2020-03-03,70.2890853881836,43,0.0,70.2890853881836
44,2020-03-04,73.54940795898438,44,0.0,73.54940795898438
45,2020-03-05,71.16370391845703,45,0.0,71.16370391845703
46,2020-03-06,70.2186508178711,46,0.0,70.2186508178711
47,2020-03-09,64.66490173339844,47,0.0,64.66490173339844
48,2020-03-10,69.32218170166016,48,0.0,69.32218170166016
49,2020-03-11,66.9145736694336,49,0.0,66.9145736694336
50,2020-03-12,60.30644989013672,50,0.0,60.30644989013672
51,2020-03-13,67.53164672851562,51,0.0,67.53164672851562
52,2020-03-16,58.84391784667969,52,0.0,58.84391784667969
53,2020-03-17,61.43129348754883,53,0.0,61.43129348754883
54,2020-03-18,59.92744445800781,54,0.0,59.92744445800781
55,2020-03-19,59.468284606933594,55,0.0,59.468284606933594
