Date,Close
,AAPL
2020-01-01,75.01612854003906
2020-02-01,66.25444793701172
2020-03-01,61.7786865234375
2020-04-01,71.37747955322266
2020-05-01,77.24221801757812
2020-06-01,88.86654663085938
2020-07-01,103.5412368774414
2020-08-01,125.73834228515625
2020-09-01,113.05033874511719
2020-10-01,106.26596069335938
2020-11-01,116.21312713623047
2020-12-01,129.7515869140625
2021-01-01,129.0377655029297
2021-02-01,118.57471466064453
2021-03-01,119.62349700927734
2021-04-01,128.74093627929688
2021-05-01,122.03258514404297
2021-06-01,134.35496520996094
2021-07-01,143.08567810058594
2021-08-01,148.942138671875
2021-09-01,139.01658630371094
2021-10-01,147.1709442138672
2021-11-01,162.39889526367188
2021-12-01,174.70816040039062
2022-01-01,171.96311950683594
2022-02-01,162.45880126953125
2022-03-01,172.0147247314453
2022-04-01,155.3068084716797
2022-05-01,146.62774658203125
2022-06-01,134.88580322265625
2022-07-01,160.32980346679688
2022-08-01,155.1107635498047
2022-09-01,136.53533935546875
2022-10-01,151.49295043945312
2022-11-01,146.24691772460938
2022-12-01,128.57789611816406
2023-01-01,142.7884521484375
2023-02-01,145.87599182128906
2023-03-01,163.43312072753906
2023-04-01,168.17059326171875
2023-05-01,175.67324829101562
2023-06-01,192.51046752929688
2023-07-01,194.97178649902344
2023-08-01,186.4563446044922
2023-09-01,170.15115356445312
2023-10-01,169.71388244628906
2023-11-01,188.7752685546875
2023-12-01,191.5913848876953
2024-01-01,183.5010223388672
2024-02-01,179.86880493164062
2024-03-01,170.8617401123047
2024-04-01,169.7158966064453
2024-05-01,191.55686950683594
2024-06-01,210.14527893066406
2024-07-01,221.5794677734375
2024-08-01,228.48387145996094
2024-09-01,232.7439422607422
2024-10-01,225.66172790527344
2024-11-01,237.06918334960938
2024-12-01,258.20001220703125
