Date,Adj Close,Returns
,IBM,
2020-02-01,99.38228607177734,-0.09448275641538983
2020-03-01,85.59044647216797,-0.1387756324064474
2020-04-01,96.8785400390625,0.13188497118735265
2020-05-01,96.36929321289062,-0.005256549344844985
2020-06-01,94.43238830566406,-0.02009877672286875
2020-07-01,96.12916564941406,0.017968171452550585
2020-08-01,96.41847229003906,0.0030095615484702076
2020-09-01,96.38179016113281,-0.0003804471076445104
2020-10-01,88.45227813720703,-0.08227188985252376
2020-11-01,97.84727478027344,0.10621542871392076
2020-12-01,101.1626968383789,0.03388364229408136
2021-01-01,95.7220458984375,-0.05378119712084761
2021-02-01,95.57737731933594,-0.0015113402324795633
2021-03-01,108.52468872070312,0.13546418372737512
2021-04-01,115.54463958740234,0.06468528912131344
2021-05-01,117.05938720703125,0.01310963126491993
2021-06-01,120.71426391601562,0.03122241450418972
2021-07-01,116.07806396484375,-0.038406397063377784
2021-08-01,115.56749725341797,-0.004398477145349466
2021-09-01,115.7235336303711,0.0013501752712612447
2021-10-01,104.20365905761719,-0.09954651583271878
2021-11-01,102.02678680419922,-0.02089055483372526
2021-12-01,118.0091781616211,0.1566489728633116
2022-01-01,117.92971801757812,-0.000673338678235158
2022-02-01,108.16477966308594,-0.08280303318487259
2022-03-01,116.17818450927734,0.07408515850678699
2022-04-01,118.13502502441406,0.016843442023148913
2022-05-01,124.05919647216797,0.0501474600486147
2022-06-01,127.68942260742188,0.02926204778432795
2022-07-01,118.2838363647461,-0.0736598697888472
2022-08-01,116.16759490966797,-0.01789121421926465
2022-09-01,108.80316162109375,-0.06339490194576902
2022-10-01,126.6424331665039,0.16395912838944238
2022-11-01,136.35882568359375,0.0767230404071213
2022-12-01,130.56178283691406,-0.04251314733474687
2023-01-01,124.85336303710938,-0.04372198108641889
2023-02-01,119.82141876220703,-0.04030283327976303
2023-03-01,122.97235870361328,0.02629696738660292
2023-04-01,118.58216857910156,-0.0357006254966038
2023-05-01,120.62716674804688,0.017245410447871645
2023-06-01,127.23551177978516,0.054783223463592545
2023-07-01,137.09600830078125,0.07749799079727282
2023-08-01,139.6157989501953,0.01837975212148968
2023-09-01,134.9418487548828,-0.03347722987267243
2023-10-01,139.11610412597656,0.0309337348614227
2023-11-01,152.50450134277344,0.09623901776801502
2023-12-01,159.0879364013672,0.04316879174468857
2024-01-01,178.64927673339844,0.12295929392584126
2024-02-01,179.98190307617188,0.007459455572059959
2024-03-01,187.44357299804688,0.04145788990083665
2024-04-01,163.13951110839844,-0.12966068401770003
2024-05-01,163.77755737304688,0.003911046810876506
2024-06-01,171.45045471191406,0.04684950405866739
2024-07-01,190.4740753173828,0.11095695626724278
2024-08-01,200.37745666503906,0.0519933294394761
2024-09-01,221.0800018310547,0.1033177359897477
2024-10-01,206.72000122070312,-0.06495386507787893
2024-11-01,227.41000366210938,0.10008708552258927
2024-12-01,228.13499450683594,0.0031880340928351902
