index_x,Date,Close,index_y,Dividend,Adj Price
0,2019-12-30,151.0342559814453,0,0.0,151.0342559814453
1,2019-12-31,151.1397247314453,1,0.0,151.1397247314453
2,2020-01-02,153.93820190429688,2,0.0,153.93820190429688
3,2020-01-03,152.02137756347656,3,0.0,152.02137756347656
4,2020-01-06,152.41429138183594,4,0.0,152.41429138183594
5,2020-01-07,151.02468872070312,5,0.0,151.02468872070312
6,2020-01-08,153.43026733398438,6,0.0,153.43026733398438
7,2020-01-09,155.34706115722656,7,0.0,155.34706115722656
8,2020-01-10,154.6282501220703,8,0.0,154.6282501220703
9,2020-01-13,156.4875946044922,9,0.0,156.4875946044922
10,2020-01-14,155.38539123535156,10,0.0,155.38539123535156
11,2020-01-15,156.39169311523438,11,0.0,156.39169311523438
12,2020-01-16,159.25730895996094,12,0.0,159.25730895996094
13,2020-01-17,160.148681640625,13,0.0,160.148681640625
14,2020-01-21,159.57357788085938,14,0.0,159.57357788085938
15,2020-01-22,158.806884765625,15,0.0,158.806884765625
16,2020-01-23,159.78443908691406,16,0.0,159.78443908691406
17,2020-01-24,158.17433166503906,17,0.0,158.17433166503906
18,2020-01-27,155.52915954589844,18,0.0,155.52915954589844
19,2020-01-28,158.5768585205078,19,0.0,158.5768585205078
20,2020-01-29,161.04949951171875,20,0.0,161.04949951171875
21,2020-01-30,165.59234619140625,21,0.0,165.59234619140625
22,2020-01-31,163.14845275878906,22,0.0,163.14845275878906
23,2020-02-03,167.1258087158203,23,0.0,167.1258087158203
24,2020-02-04,172.6269989013672,24,0.0,172.6269989013672
25,2020-02-05,172.4161376953125,25,0.0,172.4161376953125
26,2020-02-06,175.99102783203125,26,0.0,175.99102783203125
27,2020-02-07,176.2401580810547,27,0.0,176.2401580810547
28,2020-02-10,180.85008239746094,28,0.0,180.85008239746094
29,2020-02-11,176.76730346679688,29,0.0,176.76730346679688
30,2020-02-12,177.02606201171875,30,0.0,177.02606201171875
31,2020-02-13,176.06765747070312,31,0.0,176.06765747070312
32,2020-02-14,177.63941955566406,32,0.0,177.63941955566406
33,2020-02-18,179.4412384033203,33,0.0,179.4412384033203
34,2020-02-19,179.97940063476562,34,0.51,180.48940063476562
35,2020-02-20,177.23094177246094,35,0.0,177.23094177246094
36,2020-02-21,171.62814331054688,36,0.0,171.62814331054688
37,2020-02-24,164.2283172607422,37,0.0,164.2283172607422
38,2020-02-25,161.5182647705078,38,0.0,161.5182647705078
39,2020-02-26,163.53640747070312,39,0.0,163.53640747070312
40,2020-02-27,152.01377868652344,40,0.0,152.01377868652344
41,2020-02-28,155.6944580078125,41,0.0,155.6944580078125
42,2020-03-02,166.05422973632812,42,0.0,166.05422973632812
43,2020-03-03,158.0970458984375,43,0.0,158.0970458984375
44,2020-03-04,163.90159606933594,44,0.0,163.90159606933594
45,2020-03-05,159.78842163085938,45,0.0,159.78842163085938
46,2020-03-06,155.2716522216797,46,0.0,155.2716522216797
47,2020-03-09,144.74850463867188,47,0.0,144.74850463867188
48,2020-03-10,154.64694213867188,48,0.0,154.64694213867188
49,2020-03-11,147.64114379882812,49,0.0,147.64114379882812
50,2020-03-12,133.63916015625,50,0.0,133.63916015625
51,2020-03-13,152.6384735107422,51,0.0,152.6384735107422
52,2020-03-16,130.14102172851562,52,0.0,130.14102172851562
53,2020-03-17,140.85641479492188,53,0.0,140.85641479492188
54,2020-03-18,134.92686462402344,54,0.0,134.92686462402344
55,2020-03-19,137.14686584472656,55,0.0,137.14686584472656
56,2020-03-20,131.9957733154297,56,0.0,131.9957733154297
57,2020-03-23,130.67918395996094,57,0.0,130.67918395996094
58,2020-03-24,142.55735778808594,58,0.0,142.55735778808594
59,2020-03-25,141.19273376464844,59,0.0,141.19273376464844
60,2020-03-26,150.02447509765625,60,0.0,150.02447509765625
61,2020-03-27,143.86439514160156,61,0.0,143.86439514160156
62,2020-03-30,153.98390197753906,62,0.0,153.98390197753906
63,2020-03-31,151.5620880126953,63,0.0,151.5620880126953
64,2020-04-01,146.180419921875,64,0.0,146.180419921875
65,2020-04-02,149.20761108398438,65,0.0,149.20761108398438
66,2020-04-03,147.83335876464844,66,0.0,147.83335876464844
67,2020-04-06,158.82740783691406,67,0.0,158.82740783691406
68,2020-04-07,157.11679077148438,68,0.0,157.11679077148438
69,2020-04-08,158.69288635253906,69,0.0,158.69288635253906
70,2020-04-09,158.70245361328125,70,0.0,158.70245361328125
71,2020-04-13,159.0580596923828,71,0.0,159.0580596923828
72,2020-04-14,166.9287567138672,72,0.0,166.9287567138672
73,2020-04-15,165.17974853515625,73,0.0,165.17974853515625
74,2020-04-16,170.13858032226562,74,0.0,170.13858032226562
75,2020-04-17,171.63780212402344,75,0.0,171.63780212402344
76,2020-04-20,168.23574829101562,76,0.0,168.23574829101562
77,2020-04-21,161.2780303955078,77,0.0,161.2780303955078
78,2020-04-22,166.75582885742188,78,0.0,166.75582885742188
79,2020-04-23,164.73765563964844,79,0.0,164.73765563964844
80,2020-04-24,167.7456817626953,80,0.0,167.7456817626953
81,2020-04-27,167.26516723632812,81,0.0,167.26516723632812
82,2020-04-28,163.19039916992188,82,0.0,163.19039916992188
83,2020-04-29,170.5133819580078,83,0.0,170.5133819580078
84,2020-04-30,172.22396850585938,84,0.0,172.22396850585938
85,2020-05-01,167.7648468017578,85,0.0,167.7648468017578
86,2020-05-04,171.86842346191406,86,0.0,171.86842346191406
87,2020-05-05,173.7135772705078,87,0.0,173.7135772705078
88,2020-05-06,175.4241485595703,88,0.0,175.4241485595703
89,2020-05-07,176.44287109375,89,0.0,176.44287109375
90,2020-05-08,177.4807586669922,90,0.0,177.4807586669922
91,2020-05-11,179.46043395996094,91,0.0,179.46043395996094
92,2020-05-12,175.39535522460938,92,0.0,175.39535522460938
93,2020-05-13,172.74293518066406,93,0.0,172.74293518066406
94,2020-05-14,173.49253845214844,94,0.0,173.49253845214844
95,2020-05-15,176.02001953125,95,0.0,176.02001953125
96,2020-05-18,177.70181274414062,96,0.0,177.70181274414062
97,2020-05-19,176.47171020507812,97,0.0,176.47171020507812
98,2020-05-20,178.91946411132812,98,0.51,179.42946411132812
99,2020-05-21,176.7704315185547,99,0.0,176.7704315185547
100,2020-05-22,176.8475341796875,100,0.0,176.8475341796875
101,2020-05-26,174.97796630859375,101,0.0,174.97796630859375
102,2020-05-27,175.20925903320312,102,0.0,175.20925903320312
103,2020-05-28,174.81410217285156,103,0.0,174.81410217285156
104,2020-05-29,176.59695434570312,104,0.0,176.59695434570312
105,2020-06-01,176.1921844482422,105,0.0,176.1921844482422
106,2020-06-02,178.1967010498047,106,0.0,178.1967010498047
107,2020-06-03,178.63037109375,107,0.0,178.63037109375
108,2020-06-04,176.27894592285156,108,0.0,176.27894592285156
109,2020-06-05,180.40357971191406,109,0.0,180.40357971191406
110,2020-06-08,181.52145385742188,110,0.0,181.52145385742188
111,2020-06-09,182.90919494628906,111,0.0,182.90919494628906
112,2020-06-10,189.69357299804688,112,0.0,189.69357299804688
113,2020-06-11,179.50733947753906,113,0.0,179.50733947753906
114,2020-06-12,180.92398071289062,114,0.0,180.92398071289062
115,2020-06-15,182.08041381835938,115,0.0,182.08041381835938
116,2020-06-16,186.5422821044922,116,0.0,186.5422821044922
117,2020-06-17,187.18798828125,117,0.0,187.18798828125
118,2020-06-18,189.19247436523438,118,0.0,189.19247436523438
119,2020-06-19,188.06492614746094,119,0.0,188.06492614746094
120,2020-06-22,193.2881622314453,120,0.0,193.2881622314453
121,2020-06-23,194.57948303222656,121,0.0,194.57948303222656
122,2020-06-24,190.6572723388672,122,0.0,190.6572723388672
123,2020-06-25,193.06651306152344,123,0.0,193.06651306152344
124,2020-06-26,189.20208740234375,124,0.0,189.20208740234375
125,2020-06-29,191.23550415039062,125,0.0,191.23550415039062
126,2020-06-30,196.1214141845703,126,0.0,196.1214141845703
127,2020-07-01,197.26820373535156,127,0.0,197.26820373535156
128,2020-07-02,198.77159118652344,128,0.0,198.77159118652344
129,2020-07-06,203.05035400390625,129,0.0,203.05035400390625
130,2020-07-07,200.68934631347656,130,0.0,200.68934631347656
131,2020-07-08,205.1030731201172,131,0.0,205.1030731201172
132,2020-07-09,206.53892517089844,132,0.0,206.53892517089844
133,2020-07-10,205.91253662109375,133,0.0,205.91253662109375
134,2020-07-13,199.55218505859375,134,0.0,199.55218505859375
135,2020-07-14,200.78570556640625,135,0.0,200.78570556640625
136,2020-07-15,200.4869384765625,136,0.0,200.4869384765625
137,2020-07-16,196.5165557861328,137,0.0,196.5165557861328
138,2020-07-17,195.51429748535156,138,0.0,195.51429748535156
139,2020-07-20,203.91770935058594,139,0.0,203.91770935058594
140,2020-07-21,201.17117309570312,140,0.0,201.17117309570312
141,2020-07-22,204.06228637695312,141,0.0,204.06228637695312
142,2020-07-23,195.1865997314453,142,0.0,195.1865997314453
143,2020-07-24,193.99166870117188,143,0.0,193.99166870117188
144,2020-07-27,196.4490966796875,144,0.0,196.4490966796875
145,2020-07-28,194.68551635742188,145,0.0,194.68551635742188
146,2020-07-29,196.6514434814453,146,0.0,196.6514434814453
147,2020-07-30,196.49728393554688,147,0.0,196.49728393554688
148,2020-07-31,197.5669403076172,148,0.0,197.5669403076172
149,2020-08-03,208.67837524414062,149,0.0,208.67837524414062
150,2020-08-04,205.5463409423828,150,0.0,205.5463409423828
151,2020-08-05,205.20904541015625,151,0.0,205.20904541015625
152,2020-08-06,208.49525451660156,152,0.0,208.49525451660156
153,2020-08-07,204.7657470703125,153,0.0,204.7657470703125
154,2020-08-10,200.68934631347656,154,0.0,200.68934631347656
155,2020-08-11,195.9961395263672,155,0.0,195.9961395263672
156,2020-08-12,201.59521484375,156,0.0,201.59521484375
157,2020-08-13,201.12298583984375,157,0.0,201.12298583984375
158,2020-08-14,201.3157196044922,158,0.0,201.3157196044922
159,2020-08-17,202.64561462402344,159,0.0,202.64561462402344
160,2020-08-18,203.81166076660156,160,0.0,203.81166076660156
161,2020-08-19,202.57518005371094,161,0.51,203.08518005371093
162,2020-08-20,207.28939819335938,162,0.0,207.28939819335938
163,2020-08-21,205.78240966796875,163,0.0,205.78240966796875
164,2020-08-24,206.4296112060547,164,0.0,206.4296112060547
165,2020-08-25,209.1151885986328,165,0.0,209.1151885986328
166,2020-08-26,213.6361846923828,166,0.0,213.6361846923828
167,2020-08-27,218.8816680908203,167,0.0,218.8816680908203
168,2020-08-28,221.1324920654297,168,0.0,221.1324920654297
169,2020-08-31,217.8673553466797,169,0.0,217.8673553466797
170,2020-09-01,219.54823303222656,170,0.0,219.54823303222656
171,2020-09-02,223.7794189453125,171,0.0,223.7794189453125
172,2020-09-03,209.91693115234375,172,0.0,209.91693115234375
173,2020-09-04,206.97061157226562,173,0.0,206.97061157226562
174,2020-09-08,195.77438354492188,174,0.0,195.77438354492188
175,2020-09-09,204.11117553710938,175,0.0,204.11117553710938
176,2020-09-10,198.39230346679688,176,0.0,198.39230346679688
177,2020-09-11,197.09783935546875,177,0.0,197.09783935546875
178,2020-09-14,198.43093872070312,178,0.0,198.43093872070312
179,2020-09-15,201.6864471435547,179,0.0,201.6864471435547
180,2020-09-16,198.0831756591797,180,0.0,198.0831756591797
181,2020-09-17,196.0159149169922,181,0.0,196.0159149169922
182,2020-09-18,193.58151245117188,182,0.0,193.58151245117188
183,2020-09-21,195.65843200683594,183,0.0,195.65843200683594
184,2020-09-22,200.37265014648438,184,0.0,200.37265014648438
185,2020-09-23,193.77471923828125,185,0.0,193.77471923828125
186,2020-09-24,196.286376953125,186,0.0,196.286376953125
187,2020-09-25,200.759033203125,187,0.0,200.759033203125
188,2020-09-28,202.3240509033203,188,0.0,202.3240509033203
189,2020-09-29,200.2180938720703,189,0.0,200.2180938720703
190,2020-09-30,203.18380737304688,190,0.0,203.18380737304688
191,2020-10-01,205.2414093017578,191,0.0,205.2414093017578
192,2020-10-02,199.1844482421875,192,0.0,199.1844482421875
193,2020-10-05,203.2321319580078,193,0.0,203.2321319580078
194,2020-10-06,198.91397094726562,194,0.0,198.91397094726562
195,2020-10-07,202.70077514648438,195,0.0,202.70077514648438
196,2020-10-08,203.42530822753906,196,0.0,203.42530822753906
197,2020-10-09,208.47760009765625,197,0.0,208.47760009765625
198,2020-10-12,213.87770080566406,198,0.0,213.87770080566406
199,2020-10-13,215.2880859375,199,0.0,215.2880859375
200,2020-10-14,213.3560028076172,200,0.0,213.3560028076172
201,2020-10-15,212.19679260253906,201,0.0,212.19679260253906
202,2020-10-16,212.19679260253906,202,0.0,212.19679260253906
203,2020-10-19,206.94163513183594,203,0.0,206.94163513183594
204,2020-10-20,207.35699462890625,204,0.0,207.35699462890625
205,2020-10-21,207.50192260742188,205,0.0,207.50192260742188
206,2020-10-22,207.5888214111328,206,0.0,207.5888214111328
