Date,Adj Close,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
2024-09-16,164.45343017578125,164.63999938964844,164.99000549316406,157.61000061035156,158.3300018310547,106889800
2024-09-23,165.10269165039062,165.2899932861328,166.97000122070312,162.02999877929688,165.33999633789062,79869200
2024-09-30,168.36898803710938,168.55999755859375,170.44000244140625,164.63999938964844,164.77999877929688,67871000
2024-10-07,164.3335723876953,164.52000427246094,169.89999389648438,161.1199951171875,169.13999938964844,69271500
2024-10-14,164.8629608154297,165.0500030517578,169.08999633789062,164.3699951171875,164.91000366210938,62984300
2024-10-21,166.80076599121094,166.99000549316406,167.60000610351562,162.77000427246094,164.5800018310547,63427700
2024-10-28,172.454345703125,172.64999389648438,183.7899932861328,165.7899932861328,170.58999633789062,154027500
2024-11-04,179.65618896484375,179.86000061035156,182.5800018310547,169.48500061035156,171.24000549316406,87525700
2024-11-11,173.6929473876953,173.88999938964844,184.02499389648438,172.7449951171875,180.07000732421875,80173600
2024-11-18,166.38125610351562,166.57000732421875,180.1699981689453,165.30999755859375,174.9550018310547,113184500
2024-11-25,170.2967987060547,170.49000549316406,171.4949951171875,167.39999389648438,167.99000549316406,58017300
2024-12-02,176.29000854492188,176.49000549316406,177.7100067138672,170.27000427246094,170.32000732421875,80019700
2024-12-09,191.1631317138672,191.3800048828125,196.88999938964844,175.39999389648438,175.71499633789062,139950700
2024-12-16,198.16000366210938,198.16000366210938,200.63999938964844,194.11000061035156,194.36500549316406,32216800
