Date,Close
,TSM
2023-01-01,92.7300033569336
2023-02-01,87.06999969482422
2023-03-01,93.0199966430664
2023-04-01,84.30000305175781
2023-05-01,98.58999633789062
2023-06-01,100.91999816894531
2023-07-01,99.1500015258789
2023-08-01,93.56999969482422
2023-09-01,86.9000015258789
2023-10-01,86.30999755859375
2023-11-01,97.30999755859375
2023-12-01,104.0
2024-01-01,112.95999908447266
2024-02-01,128.6699981689453
2024-03-01,136.0500030517578
2024-04-01,137.33999633789062
2024-05-01,151.0399932861328
2024-06-01,173.80999755859375
2024-07-01,165.8000030517578
2024-08-01,171.6999969482422
2024-09-01,173.6699981689453
2024-10-01,190.5399932861328
2024-11-01,184.66000366210938
2024-12-01,195.36000061035156
