Date,Adj Close,Returns
,GOOG,
2024-09-23,165.10269165039062,0.003947995939734383
2024-09-30,168.36898803710938,0.019783422996126676
2024-10-07,164.3335723876953,-0.02396768963489071
2024-10-14,164.8629608154297,0.003221425908550568
2024-10-21,166.80076599121094,0.011754035995694023
2024-10-28,172.454345703125,0.03389420712979185
2024-11-04,179.65618896484375,0.04176086854961891
2024-11-11,173.6929473876953,-0.03319251962043657
2024-11-18,166.38125610351562,-0.04209549894884024
2024-11-25,170.2967987060547,0.023533555968004993
2024-12-02,176.29000854492188,0.0351927334183888
2024-12-09,191.1631317138672,0.08436736314046622
2024-12-16,198.16000366210938,0.03660157628467342
